date,close,change_close,open,high,low,volume,company_name
2019.09.18,46900.0,600.0,47400.0,47550.0,46500.0,49483.0,삼화콘덴서공업
2019.09.17,47500.0,250.0,47250.0,47700.0,46500.0,93549.0,삼화콘덴서공업
2019.09.16,47250.0,1300.0,46250.0,47700.0,45750.0,161338.0,삼화콘덴서공업
2019.09.11,45950.0,500.0,45500.0,46200.0,45150.0,68051.0,삼화콘덴서공업
2019.09.10,45450.0,150.0,45600.0,46100.0,45150.0,76755.0,삼화콘덴서공업
2019.09.09,45300.0,1550.0,46650.0,47800.0,45150.0,184918.0,삼화콘덴서공업
2019.09.06,46850.0,450.0,48100.0,48800.0,46250.0,284791.0,삼화콘덴서공업
2019.09.05,47300.0,2700.0,45500.0,48950.0,45300.0,766436.0,삼화콘덴서공업
2019.09.04,44600.0,1050.0,43300.0,44650.0,42500.0,273899.0,삼화콘덴서공업
2019.09.03,43550.0,3400.0,40100.0,44150.0,40100.0,542060.0,삼화콘덴서공업
2019.09.02,40150.0,350.0,40350.0,40500.0,39650.0,71383.0,삼화콘덴서공업
2019.08.30,40500.0,1400.0,39750.0,40700.0,39500.0,138685.0,삼화콘덴서공업
2019.08.29,39100.0,50.0,39700.0,39750.0,38850.0,62580.0,삼화콘덴서공업
2019.08.28,39150.0,1000.0,38150.0,39150.0,38100.0,66278.0,삼화콘덴서공업
2019.08.27,38150.0,650.0,38400.0,39150.0,38050.0,105907.0,삼화콘덴서공업
2019.08.26,37500.0,2550.0,38600.0,39400.0,37500.0,223965.0,삼화콘덴서공업
2019.08.23,40050.0,850.0,40400.0,40450.0,39850.0,100933.0,삼화콘덴서공업
2019.08.22,40900.0,250.0,41000.0,41800.0,40500.0,98418.0,삼화콘덴서공업
2019.08.21,40650.0,300.0,40750.0,41450.0,40400.0,96873.0,삼화콘덴서공업
2019.08.20,40950.0,1050.0,40050.0,41300.0,40050.0,119027.0,삼화콘덴서공업
2019.08.19,39900.0,400.0,40300.0,40700.0,39850.0,74688.0,삼화콘덴서공업
2019.08.16,40300.0,700.0,39700.0,40750.0,39650.0,125664.0,삼화콘덴서공업
2019.08.14,41000.0,550.0,41500.0,42750.0,40900.0,200261.0,삼화콘덴서공업
2019.08.13,40450.0,350.0,39600.0,40550.0,39350.0,104923.0,삼화콘덴서공업
2019.08.12,40100.0,400.0,39450.0,40250.0,38900.0,86656.0,삼화콘덴서공업
2019.08.09,39700.0,50.0,40150.0,40650.0,39600.0,110251.0,삼화콘덴서공업
2019.08.08,39650.0,1050.0,39400.0,40000.0,38900.0,132349.0,삼화콘덴서공업
2019.08.07,38600.0,150.0,38950.0,39600.0,38050.0,177667.0,삼화콘덴서공업
2019.08.06,38450.0,1600.0,37200.0,40650.0,37100.0,333094.0,삼화콘덴서공업
2019.08.05,40050.0,3650.0,42950.0,43300.0,40050.0,260766.0,삼화콘덴서공업
2019.08.02,43700.0,1300.0,41400.0,44200.0,40950.0,233345.0,삼화콘덴서공업
2019.08.01,42400.0,1650.0,43350.0,44400.0,42400.0,156330.0,삼화콘덴서공업
2019.07.31,44050.0,50.0,44100.0,44750.0,41900.0,209799.0,삼화콘덴서공업
2019.07.30,44100.0,350.0,44000.0,45200.0,43950.0,146829.0,삼화콘덴서공업
2019.07.29,44450.0,2700.0,46900.0,46950.0,44350.0,214946.0,삼화콘덴서공업
2019.07.26,47150.0,850.0,45950.0,47700.0,45800.0,293997.0,삼화콘덴서공업
2019.07.25,46300.0,3900.0,49700.0,49900.0,46100.0,566545.0,삼화콘덴서공업
2019.07.24,50200.0,3000.0,53000.0,53100.0,50000.0,389414.0,삼화콘덴서공업
2019.07.23,53200.0,200.0,53300.0,55500.0,52700.0,550866.0,삼화콘덴서공업
2019.07.22,53000.0,100.0,53100.0,53800.0,52500.0,171260.0,삼화콘덴서공업
2019.07.19,53100.0,300.0,53500.0,53800.0,52200.0,280468.0,삼화콘덴서공업
2019.07.18,52800.0,700.0,52900.0,54800.0,52200.0,440101.0,삼화콘덴서공업
2019.07.17,53500.0,200.0,53700.0,55400.0,52300.0,851987.0,삼화콘덴서공업
2019.07.16,53300.0,7850.0,47450.0,55500.0,47450.0,2336648.0,삼화콘덴서공업
2019.07.15,45450.0,1100.0,46900.0,47150.0,45150.0,137772.0,삼화콘덴서공업
2019.07.12,46550.0,1750.0,46100.0,47900.0,45500.0,331297.0,삼화콘덴서공업
2019.07.11,44800.0,850.0,44450.0,44800.0,44050.0,98383.0,삼화콘덴서공업
2019.07.10,43950.0,850.0,43850.0,45500.0,43850.0,211997.0,삼화콘덴서공업
2019.07.09,44800.0,1000.0,45300.0,46700.0,44700.0,136731.0,삼화콘덴서공업
2019.07.08,45800.0,3600.0,49300.0,49300.0,45800.0,312611.0,삼화콘덴서공업
2019.07.05,49400.0,1200.0,50600.0,50600.0,49200.0,164939.0,삼화콘덴서공업
2019.07.04,50600.0,600.0,51200.0,51600.0,49950.0,172149.0,삼화콘덴서공업
2019.07.03,51200.0,300.0,51900.0,52200.0,51100.0,90979.0,삼화콘덴서공업
2019.07.02,51500.0,700.0,51900.0,52300.0,51300.0,74698.0,삼화콘덴서공업
2019.07.01,52200.0,600.0,51200.0,53100.0,51200.0,105578.0,삼화콘덴서공업
2019.06.28,51600.0,300.0,52400.0,52600.0,51400.0,76536.0,삼화콘덴서공업
2019.06.27,51900.0,700.0,51500.0,52800.0,51300.0,134431.0,삼화콘덴서공업
2019.06.26,51200.0,400.0,51300.0,52000.0,51200.0,66793.0,삼화콘덴서공업
2019.06.25,51600.0,100.0,51500.0,52800.0,51400.0,95240.0,삼화콘덴서공업
2019.06.24,51700.0,800.0,52600.0,52700.0,51500.0,110711.0,삼화콘덴서공업
2019.06.21,52500.0,200.0,53700.0,53800.0,52100.0,114426.0,삼화콘덴서공업
2019.06.20,52700.0,1300.0,51200.0,52700.0,51100.0,128469.0,삼화콘덴서공업
2019.06.19,51400.0,500.0,52100.0,52200.0,51000.0,120425.0,삼화콘덴서공업
2019.06.18,50900.0,900.0,51600.0,52200.0,50700.0,159818.0,삼화콘덴서공업
2019.06.17,51800.0,1100.0,53300.0,53300.0,51600.0,152797.0,삼화콘덴서공업
2019.06.14,52900.0,1200.0,54400.0,54600.0,52900.0,110945.0,삼화콘덴서공업
2019.06.13,54100.0,100.0,54100.0,55100.0,53700.0,90388.0,삼화콘덴서공업
2019.06.12,54200.0,700.0,54600.0,54800.0,53900.0,79793.0,삼화콘덴서공업
2019.06.11,54900.0,800.0,53900.0,55400.0,53900.0,140845.0,삼화콘덴서공업
