date,close,change_close,open,high,low,volume,company_name
2019.09.18,8220.0,30.0,8260.0,8370.0,8110.0,307829.0,파미셀
2019.09.17,8190.0,290.0,7900.0,8340.0,7750.0,1144883.0,파미셀
2019.09.16,7900.0,100.0,7810.0,7900.0,7720.0,319094.0,파미셀
2019.09.11,7800.0,200.0,7590.0,7870.0,7560.0,465319.0,파미셀
2019.09.10,7600.0,180.0,7770.0,7890.0,7560.0,504086.0,파미셀
2019.09.09,7780.0,0.0,7800.0,8110.0,7760.0,761563.0,파미셀
2019.09.06,7780.0,30.0,7870.0,7890.0,7690.0,344311.0,파미셀
2019.09.05,7810.0,10.0,7930.0,7930.0,7780.0,492992.0,파미셀
2019.09.04,7800.0,110.0,7670.0,7850.0,7630.0,388029.0,파미셀
2019.09.03,7690.0,30.0,7660.0,7930.0,7640.0,765527.0,파미셀
2019.09.02,7660.0,140.0,7560.0,7720.0,7460.0,514978.0,파미셀
2019.08.30,7520.0,110.0,7500.0,7610.0,7450.0,508907.0,파미셀
2019.08.29,7410.0,60.0,7420.0,7640.0,7320.0,917914.0,파미셀
2019.08.28,7350.0,290.0,7130.0,7370.0,7050.0,699992.0,파미셀
2019.08.27,7060.0,50.0,7200.0,7330.0,7050.0,533899.0,파미셀
2019.08.26,7110.0,490.0,7230.0,7400.0,7060.0,1018034.0,파미셀
2019.08.23,7600.0,270.0,7750.0,7830.0,7600.0,595109.0,파미셀
2019.08.22,7870.0,50.0,8040.0,8070.0,7800.0,669656.0,파미셀
2019.08.21,7920.0,270.0,7630.0,8170.0,7560.0,1617388.0,파미셀
2019.08.20,7650.0,270.0,7410.0,7670.0,7370.0,824919.0,파미셀
2019.08.19,7380.0,20.0,7460.0,7640.0,7320.0,668072.0,파미셀
2019.08.16,7360.0,70.0,7210.0,7510.0,7130.0,745780.0,파미셀
2019.08.14,7430.0,40.0,7600.0,7690.0,7410.0,914584.0,파미셀
2019.08.13,7470.0,270.0,7600.0,7710.0,7420.0,1067129.0,파미셀
2019.08.12,7740.0,440.0,7220.0,7940.0,7120.0,2097508.0,파미셀
2019.08.09,7300.0,30.0,7440.0,7470.0,7160.0,868955.0,파미셀
2019.08.08,7330.0,320.0,7090.0,7480.0,7050.0,1649578.0,파미셀
2019.08.07,7010.0,0.0,7250.0,7500.0,6950.0,2116151.0,파미셀
2019.08.06,7010.0,780.0,7300.0,8040.0,6580.0,3702051.0,파미셀
2019.08.05,7790.0,1670.0,9650.0,9720.0,7790.0,5618969.0,파미셀
2019.08.02,9460.0,330.0,8760.0,9600.0,8510.0,4636987.0,파미셀
2019.08.01,9130.0,810.0,9240.0,10150.0,8380.0,13060111.0,파미셀
2019.07.31,8320.0,870.0,7550.0,8610.0,7220.0,3281026.0,파미셀
2019.07.30,7450.0,590.0,7360.0,7870.0,7070.0,1734571.0,파미셀
2019.07.29,6860.0,480.0,7340.0,7370.0,6850.0,726100.0,파미셀
2019.07.26,7340.0,240.0,7580.0,7670.0,7110.0,960233.0,파미셀
2019.07.25,7580.0,240.0,7820.0,7840.0,7520.0,659149.0,파미셀
2019.07.24,7820.0,100.0,7930.0,8050.0,7780.0,549168.0,파미셀
2019.07.23,7920.0,210.0,8130.0,8200.0,7850.0,837088.0,파미셀
2019.07.22,8130.0,70.0,8250.0,8430.0,8080.0,764692.0,파미셀
2019.07.19,8200.0,290.0,8440.0,8550.0,8100.0,1368551.0,파미셀
2019.07.18,8490.0,340.0,8550.0,8680.0,8380.0,1380518.0,파미셀
2019.07.17,8830.0,870.0,8100.0,9450.0,8020.0,8427489.0,파미셀
2019.07.16,7960.0,250.0,7720.0,8110.0,7710.0,506400.0,파미셀
2019.07.15,7710.0,320.0,7990.0,8030.0,7630.0,480247.0,파미셀
2019.07.12,8030.0,120.0,7910.0,8100.0,7910.0,222482.0,파미셀
2019.07.11,7910.0,20.0,7880.0,8010.0,7860.0,216721.0,파미셀
2019.07.10,7890.0,90.0,7790.0,8030.0,7680.0,315467.0,파미셀
2019.07.09,7800.0,360.0,8120.0,8260.0,7750.0,571393.0,파미셀
2019.07.08,8160.0,410.0,8520.0,8570.0,8160.0,368225.0,파미셀
2019.07.05,8570.0,460.0,8200.0,8840.0,8180.0,863820.0,파미셀
2019.07.04,8110.0,310.0,8340.0,8570.0,8050.0,747308.0,파미셀
2019.07.03,8420.0,200.0,8230.0,8580.0,8220.0,478153.0,파미셀
2019.07.02,8220.0,60.0,8280.0,8370.0,8170.0,279185.0,파미셀
2019.07.01,8280.0,500.0,7810.0,8440.0,7810.0,744588.0,파미셀
2019.06.28,7780.0,340.0,8030.0,8110.0,7730.0,875002.0,파미셀
2019.06.27,8120.0,230.0,8320.0,8570.0,8050.0,655503.0,파미셀
2019.06.26,8350.0,50.0,8210.0,8470.0,8150.0,324616.0,파미셀
2019.06.25,8300.0,250.0,8600.0,8670.0,8140.0,473148.0,파미셀
2019.06.24,8550.0,120.0,8650.0,8760.0,8510.0,296191.0,파미셀
2019.06.21,8670.0,150.0,8840.0,8890.0,8640.0,378356.0,파미셀
2019.06.20,8820.0,200.0,8720.0,8830.0,8630.0,407329.0,파미셀
2019.06.19,8620.0,270.0,8430.0,8750.0,8430.0,757167.0,파미셀
2019.06.18,8350.0,140.0,8200.0,8890.0,8200.0,1170330.0,파미셀
2019.06.17,8210.0,200.0,8310.0,8390.0,8010.0,805935.0,파미셀
2019.06.14,8410.0,610.0,9050.0,9050.0,8000.0,1633004.0,파미셀
2019.06.13,9020.0,80.0,8930.0,9110.0,8910.0,376611.0,파미셀
2019.06.12,8940.0,100.0,9040.0,9070.0,8900.0,327088.0,파미셀
2019.06.11,9040.0,140.0,8920.0,9100.0,8880.0,397933.0,파미셀
2019.06.10,8900.0,20.0,8940.0,8970.0,8870.0,310249.0,파미셀
2019.06.07,8920.0,70.0,8990.0,9000.0,8860.0,333781.0,파미셀
2019.06.05,8990.0,0.0,9070.0,9190.0,8960.0,321700.0,파미셀
2019.06.04,8990.0,100.0,9050.0,9140.0,8890.0,343352.0,파미셀
2019.06.03,9090.0,30.0,8980.0,9140.0,8910.0,339776.0,파미셀
2019.05.31,9120.0,390.0,8700.0,9180.0,8630.0,741049.0,파미셀
2019.05.30,8730.0,340.0,9030.0,9130.0,8650.0,950579.0,파미셀
2019.05.29,9070.0,410.0,9380.0,9380.0,9050.0,582407.0,파미셀
2019.05.28,9480.0,370.0,9100.0,10000.0,9100.0,1759811.0,파미셀
2019.05.27,9110.0,150.0,9100.0,9420.0,9040.0,800019.0,파미셀
2019.05.24,9260.0,240.0,9440.0,9570.0,9220.0,534084.0,파미셀
2019.05.23,9500.0,390.0,9980.0,10100.0,9480.0,625777.0,파미셀
2019.05.22,9890.0,250.0,9800.0,10200.0,9660.0,743120.0,파미셀
2019.05.21,9640.0,240.0,9380.0,9780.0,9370.0,641008.0,파미셀
2019.05.20,9400.0,550.0,9960.0,10050.0,9390.0,1041539.0,파미셀
2019.05.17,9950.0,200.0,10200.0,10350.0,9850.0,595706.0,파미셀
2019.05.16,10150.0,300.0,10400.0,10600.0,10100.0,422824.0,파미셀
2019.05.15,10450.0,100.0,10250.0,10500.0,10050.0,538967.0,파미셀
2019.05.14,10350.0,660.0,9330.0,10700.0,9330.0,1491951.0,파미셀
2019.05.13,9690.0,610.0,10200.0,10350.0,9200.0,1229107.0,파미셀
2019.05.10,10300.0,100.0,10500.0,10600.0,10050.0,596734.0,파미셀
2019.05.09,10400.0,550.0,10950.0,11100.0,10300.0,1039030.0,파미셀
2019.05.08,10950.0,400.0,11200.0,11300.0,10900.0,480999.0,파미셀
2019.05.07,11350.0,100.0,11300.0,11400.0,11150.0,320825.0,파미셀
2019.05.03,11450.0,0.0,11500.0,11600.0,11350.0,286409.0,파미셀
2019.05.02,11450.0,150.0,11200.0,11700.0,11200.0,623534.0,파미셀
2019.04.30,11300.0,200.0,11100.0,11350.0,11000.0,577197.0,파미셀
2019.04.29,11100.0,250.0,10850.0,11150.0,10750.0,485846.0,파미셀
2019.04.26,10850.0,50.0,10750.0,10950.0,10500.0,682848.0,파미셀
2019.04.25,10900.0,400.0,11250.0,11250.0,10800.0,907408.0,파미셀
2019.04.24,11300.0,200.0,11500.0,11600.0,11200.0,577674.0,파미셀
2019.04.23,11500.0,100.0,11700.0,11750.0,11350.0,571200.0,파미셀
2019.04.22,11600.0,50.0,11600.0,11800.0,11450.0,507755.0,파미셀
2019.04.19,11650.0,0.0,11700.0,11850.0,11600.0,401670.0,파미셀
