date,close,change_close,open,high,low,volume,company_name
2019.09.18,14200.0,0.0,14250.0,14400.0,14000.0,77766.0,크리스탈
2019.09.17,14200.0,250.0,13950.0,14600.0,13750.0,233778.0,크리스탈
2019.09.16,13950.0,500.0,13450.0,14000.0,13400.0,159513.0,크리스탈
2019.09.11,13450.0,450.0,13000.0,13750.0,13000.0,206495.0,크리스탈
2019.09.10,13000.0,150.0,13150.0,13300.0,12950.0,145208.0,크리스탈
2019.09.09,13150.0,350.0,13700.0,13700.0,13050.0,152392.0,크리스탈
2019.09.06,13500.0,200.0,13850.0,14000.0,13350.0,166917.0,크리스탈
2019.09.05,13700.0,0.0,13750.0,14050.0,13550.0,272984.0,크리스탈
2019.09.04,13700.0,250.0,13300.0,13700.0,13300.0,157893.0,크리스탈
2019.09.03,13450.0,200.0,13600.0,13950.0,13450.0,225888.0,크리스탈
2019.09.02,13650.0,350.0,13100.0,13850.0,12950.0,385660.0,크리스탈
2019.08.30,13300.0,100.0,13250.0,13550.0,13100.0,453438.0,크리스탈
2019.08.29,13200.0,100.0,13150.0,13500.0,12750.0,565286.0,크리스탈
2019.08.28,13100.0,1700.0,11400.0,13750.0,11400.0,2522639.0,크리스탈
2019.08.27,11400.0,300.0,11950.0,12100.0,11400.0,251921.0,크리스탈
2019.08.26,11700.0,950.0,12400.0,12550.0,11700.0,382057.0,크리스탈
2019.08.23,12650.0,250.0,12750.0,12950.0,12650.0,125845.0,크리스탈
2019.08.22,12900.0,300.0,13250.0,13300.0,12900.0,148489.0,크리스탈
2019.08.21,13200.0,450.0,12700.0,13200.0,12650.0,201180.0,크리스탈
2019.08.20,12750.0,100.0,12650.0,12950.0,12450.0,146735.0,크리스탈
2019.08.19,12650.0,50.0,12650.0,12850.0,12350.0,132918.0,크리스탈
2019.08.16,12600.0,250.0,12650.0,12700.0,12350.0,154723.0,크리스탈
2019.08.14,12850.0,100.0,13100.0,13150.0,12700.0,153797.0,크리스탈
2019.08.13,12950.0,200.0,12900.0,13050.0,12600.0,237744.0,크리스탈
2019.08.12,13150.0,150.0,12850.0,13250.0,12650.0,144092.0,크리스탈
