date,close,change_close,open,high,low,volume,company_name
2019.09.18,40400.0,200.0,40800.0,40850.0,40100.0,1734.0,한국공항
2019.09.17,40600.0,550.0,41100.0,41800.0,39600.0,8463.0,한국공항
2019.09.16,41150.0,350.0,41900.0,41900.0,40900.0,3222.0,한국공항
2019.09.11,41500.0,300.0,41700.0,42650.0,41400.0,2108.0,한국공항
2019.09.10,41800.0,450.0,41350.0,42200.0,41050.0,2048.0,한국공항
2019.09.09,41350.0,50.0,40750.0,42300.0,40750.0,1088.0,한국공항
2019.09.06,41300.0,100.0,41300.0,42150.0,41200.0,1163.0,한국공항
2019.09.05,41200.0,1750.0,43000.0,43100.0,41050.0,4515.0,한국공항
2019.09.04,42950.0,100.0,43250.0,43350.0,42900.0,689.0,한국공항
2019.09.03,43050.0,250.0,44000.0,44000.0,42800.0,262.0,한국공항
2019.09.02,42800.0,250.0,43800.0,43800.0,42800.0,1031.0,한국공항
2019.08.30,43050.0,300.0,43350.0,43350.0,42600.0,2413.0,한국공항
2019.08.29,43350.0,900.0,42400.0,43500.0,42350.0,1806.0,한국공항
2019.08.28,42450.0,50.0,42350.0,42500.0,42000.0,1091.0,한국공항
2019.08.27,42400.0,500.0,41900.0,43850.0,41900.0,787.0,한국공항
2019.08.26,41900.0,700.0,42500.0,42500.0,41850.0,1997.0,한국공항
2019.08.23,42600.0,50.0,41750.0,43200.0,41750.0,2775.0,한국공항
2019.08.22,42550.0,1000.0,41550.0,42800.0,41450.0,3586.0,한국공항
2019.08.21,41550.0,600.0,40800.0,41750.0,40800.0,2139.0,한국공항
2019.08.20,40950.0,600.0,40400.0,41950.0,40350.0,2299.0,한국공항
2019.08.19,40350.0,0.0,40950.0,40950.0,40100.0,2806.0,한국공항
2019.08.16,40350.0,900.0,41250.0,41550.0,40050.0,3104.0,한국공항
2019.08.14,41250.0,150.0,41650.0,41950.0,40800.0,3269.0,한국공항
2019.08.13,41400.0,1500.0,40450.0,41700.0,39900.0,5008.0,한국공항
2019.08.12,39900.0,100.0,39800.0,40550.0,39050.0,2768.0,한국공항
2019.08.09,39800.0,200.0,39300.0,40400.0,39300.0,1977.0,한국공항
2019.08.08,40000.0,1400.0,39300.0,40000.0,38500.0,1683.0,한국공항
2019.08.07,38600.0,300.0,38800.0,39400.0,38100.0,1925.0,한국공항
2019.08.06,38300.0,750.0,38600.0,40000.0,37100.0,6098.0,한국공항
2019.08.05,39050.0,2050.0,41700.0,41700.0,38950.0,10869.0,한국공항
2019.08.02,41100.0,1600.0,42000.0,43000.0,40500.0,8187.0,한국공항
2019.08.01,42700.0,250.0,42250.0,43100.0,42100.0,2433.0,한국공항
2019.07.31,42450.0,550.0,42950.0,43100.0,42000.0,1496.0,한국공항
2019.07.30,43000.0,600.0,42400.0,43150.0,41500.0,1385.0,한국공항
2019.07.29,42400.0,1150.0,43000.0,43650.0,41500.0,4418.0,한국공항
2019.07.26,43550.0,900.0,44450.0,44450.0,43350.0,2440.0,한국공항
2019.07.25,44450.0,250.0,44350.0,44650.0,43600.0,7461.0,한국공항
2019.07.24,44700.0,550.0,45200.0,45750.0,43750.0,4699.0,한국공항
2019.07.23,45250.0,250.0,44950.0,45550.0,44950.0,715.0,한국공항
2019.07.22,45000.0,300.0,45250.0,45600.0,44750.0,1008.0,한국공항
2019.07.19,45300.0,150.0,45150.0,45400.0,45050.0,1225.0,한국공항
2019.07.18,45150.0,750.0,44450.0,45900.0,44300.0,3720.0,한국공항
2019.07.17,44400.0,350.0,44700.0,45000.0,44350.0,661.0,한국공항
2019.07.16,44750.0,750.0,44000.0,45000.0,43950.0,3262.0,한국공항
2019.07.15,44000.0,200.0,45100.0,45100.0,43550.0,4024.0,한국공항
2019.07.12,44200.0,50.0,44200.0,44400.0,44050.0,793.0,한국공항
2019.07.11,44250.0,150.0,44100.0,44350.0,43800.0,2912.0,한국공항
2019.07.10,44100.0,400.0,44100.0,44750.0,43800.0,3119.0,한국공항
2019.07.09,44500.0,300.0,44400.0,45100.0,44100.0,4164.0,한국공항
2019.07.08,44800.0,1700.0,46400.0,46550.0,44750.0,6871.0,한국공항
2019.07.05,46500.0,850.0,45750.0,46600.0,45650.0,7549.0,한국공항
2019.07.04,45650.0,500.0,45150.0,45750.0,45150.0,7127.0,한국공항
2019.07.03,45150.0,600.0,44750.0,45750.0,44600.0,8815.0,한국공항
2019.07.02,44550.0,50.0,44850.0,44850.0,44500.0,3001.0,한국공항
2019.07.01,44600.0,350.0,45500.0,45500.0,44500.0,2360.0,한국공항
2019.06.28,44950.0,600.0,44800.0,45350.0,44050.0,7252.0,한국공항
2019.06.27,44350.0,100.0,44450.0,44650.0,44000.0,2909.0,한국공항
