date,close,change_close,open,high,low,volume,company_name
2019.09.18,6000.0,0.0,0.0,0.0,0.0,0.0,동부제철
2019.09.17,6000.0,0.0,0.0,0.0,0.0,0.0,동부제철
2019.09.16,6000.0,0.0,0.0,0.0,0.0,0.0,동부제철
2019.09.11,6000.0,0.0,0.0,0.0,0.0,0.0,동부제철
2019.09.10,6000.0,0.0,0.0,0.0,0.0,0.0,동부제철
2019.09.09,6000.0,0.0,0.0,0.0,0.0,0.0,동부제철
2019.09.06,6000.0,0.0,0.0,0.0,0.0,0.0,동부제철
2019.09.05,6000.0,0.0,0.0,0.0,0.0,0.0,동부제철
2019.09.04,6000.0,0.0,0.0,0.0,0.0,0.0,동부제철
2019.09.03,6000.0,0.0,0.0,0.0,0.0,0.0,동부제철
2019.09.02,6000.0,0.0,0.0,0.0,0.0,0.0,동부제철
2019.08.30,6000.0,0.0,0.0,0.0,0.0,0.0,동부제철
2019.08.29,6000.0,0.0,0.0,0.0,0.0,0.0,동부제철
2019.08.28,6000.0,160.0,5970.0,6000.0,5670.0,10938.0,동부제철
2019.08.27,5840.0,90.0,5930.0,6000.0,5830.0,9182.0,동부제철
2019.08.26,5930.0,10.0,5920.0,6130.0,5780.0,10022.0,동부제철
2019.08.23,5920.0,50.0,5870.0,5920.0,5810.0,8200.0,동부제철
2019.08.22,5870.0,60.0,5950.0,6160.0,5870.0,22013.0,동부제철
2019.08.21,5930.0,10.0,5920.0,6050.0,5890.0,8515.0,동부제철
2019.08.20,5920.0,40.0,6080.0,6080.0,5860.0,6168.0,동부제철
2019.08.19,5960.0,10.0,5970.0,6130.0,5800.0,11201.0,동부제철
2019.08.16,5970.0,30.0,5810.0,6140.0,5800.0,14362.0,동부제철
2019.08.14,6000.0,100.0,6060.0,6190.0,5860.0,9021.0,동부제철
2019.08.13,6100.0,140.0,6290.0,6450.0,5930.0,11570.0,동부제철
2019.08.12,6240.0,240.0,5740.0,6590.0,5740.0,24957.0,동부제철
2019.08.09,6000.0,100.0,6090.0,6090.0,5810.0,7041.0,동부제철
2019.08.08,5900.0,50.0,6000.0,6000.0,5860.0,10406.0,동부제철
2019.08.07,5950.0,40.0,5910.0,5990.0,5750.0,10541.0,동부제철
2019.08.06,5910.0,40.0,5510.0,6200.0,5510.0,18969.0,동부제철
2019.08.05,5950.0,550.0,6660.0,6660.0,5950.0,18571.0,동부제철
2019.08.02,6500.0,100.0,6400.0,6600.0,6320.0,7239.0,동부제철
2019.08.01,6600.0,10.0,6800.0,6800.0,6540.0,6451.0,동부제철
2019.07.31,6590.0,90.0,6860.0,6950.0,6520.0,10396.0,동부제철
2019.07.30,6680.0,20.0,6660.0,6730.0,6500.0,11410.0,동부제철
2019.07.29,6660.0,260.0,7070.0,7070.0,6610.0,21494.0,동부제철
2019.07.26,6920.0,80.0,6730.0,6990.0,6610.0,18028.0,동부제철
2019.07.25,6840.0,10.0,6830.0,6910.0,6680.0,13554.0,동부제철
2019.07.24,6830.0,10.0,7000.0,7170.0,6830.0,32934.0,동부제철
2019.07.23,6840.0,10.0,6880.0,6890.0,6710.0,14926.0,동부제철
2019.07.22,6830.0,60.0,6770.0,6880.0,6700.0,14280.0,동부제철
2019.07.19,6770.0,30.0,6800.0,7020.0,6550.0,25755.0,동부제철
2019.07.18,6800.0,130.0,6880.0,6940.0,6700.0,13392.0,동부제철
2019.07.17,6930.0,80.0,6860.0,7390.0,6820.0,53541.0,동부제철
2019.07.16,6850.0,30.0,6870.0,6950.0,6730.0,21922.0,동부제철
2019.07.15,6880.0,250.0,7200.0,7200.0,6780.0,41812.0,동부제철
2019.07.12,7130.0,190.0,7330.0,7410.0,7000.0,75334.0,동부제철
2019.07.11,7320.0,1060.0,8600.0,8790.0,7250.0,454187.0,동부제철
2019.07.10,8380.0,1930.0,7410.0,8380.0,7410.0,235824.0,동부제철
2019.07.09,6450.0,150.0,6600.0,6630.0,6340.0,13003.0,동부제철
2019.07.08,6600.0,220.0,6550.0,7230.0,6550.0,4610.0,동부제철
2019.07.05,6820.0,0.0,6820.0,6980.0,6750.0,8628.0,동부제철
2019.07.04,6820.0,130.0,6950.0,6970.0,6700.0,4258.0,동부제철
2019.07.03,6950.0,50.0,7000.0,7180.0,6900.0,8010.0,동부제철
2019.07.02,7000.0,90.0,6820.0,7090.0,6820.0,8781.0,동부제철
2019.07.01,6910.0,90.0,6820.0,6960.0,6800.0,10168.0,동부제철
2019.06.28,6820.0,10.0,6640.0,6940.0,6640.0,15243.0,동부제철
2019.06.27,6810.0,160.0,6850.0,6990.0,6780.0,12647.0,동부제철
