date,close,change_close,open,high,low,volume,company_name
2019.09.18,3510.0,105.0,3420.0,3590.0,3410.0,1034548.0,에스엔텍
2019.09.17,3405.0,135.0,3515.0,3535.0,3375.0,1398780.0,에스엔텍
2019.09.16,3540.0,80.0,3620.0,3655.0,3535.0,927240.0,에스엔텍
2019.09.11,3620.0,10.0,3580.0,3740.0,3575.0,1215461.0,에스엔텍
2019.09.10,3630.0,370.0,3930.0,3965.0,3630.0,2734890.0,에스엔텍
2019.09.09,4000.0,325.0,4420.0,4450.0,4000.0,4795697.0,에스엔텍
2019.09.06,4325.0,640.0,3965.0,4700.0,3955.0,23157543.0,에스엔텍
2019.09.05,7270.0,180.0,7410.0,7550.0,7110.0,3161707.0,에스엔텍
2019.09.04,7450.0,0.0,7500.0,7560.0,7340.0,1494883.0,에스엔텍
2019.09.03,7450.0,20.0,7440.0,7670.0,7330.0,1650101.0,에스엔텍
2019.09.02,7470.0,400.0,7860.0,7870.0,7310.0,2410169.0,에스엔텍
2019.08.30,7870.0,110.0,7890.0,8120.0,7820.0,2023246.0,에스엔텍
2019.08.29,7760.0,130.0,7850.0,8200.0,7630.0,3992042.0,에스엔텍
2019.08.28,7890.0,260.0,8150.0,8500.0,7500.0,6679362.0,에스엔텍
2019.08.27,8150.0,3450.0,11700.0,11750.0,8150.0,14408522.0,에스엔텍
2019.08.26,11600.0,1150.0,13300.0,13350.0,11200.0,2128430.0,에스엔텍
2019.08.23,12750.0,200.0,13000.0,13300.0,12350.0,1783575.0,에스엔텍
2019.08.22,12950.0,250.0,13500.0,13600.0,12150.0,2297043.0,에스엔텍
2019.08.21,13200.0,250.0,13550.0,13600.0,12600.0,2012446.0,에스엔텍
2019.08.20,12950.0,750.0,12800.0,13700.0,11700.0,3949409.0,에스엔텍
2019.08.19,12200.0,600.0,13050.0,15950.0,11800.0,6905865.0,에스엔텍
2019.08.16,12800.0,350.0,12250.0,13500.0,11850.0,1752806.0,에스엔텍
2019.08.14,13150.0,1350.0,12150.0,13300.0,12000.0,1149101.0,에스엔텍
2019.08.13,11800.0,550.0,11850.0,12300.0,11750.0,813234.0,에스엔텍
2019.08.12,12350.0,250.0,12200.0,12600.0,11400.0,1562012.0,에스엔텍
2019.08.09,12600.0,1950.0,11200.0,13150.0,10900.0,8655513.0,에스엔텍
2019.08.08,10650.0,1600.0,9170.0,11150.0,9130.0,7567100.0,에스엔텍
2019.08.07,9050.0,510.0,8540.0,9300.0,8540.0,2898811.0,에스엔텍
2019.08.06,8540.0,630.0,9400.0,9470.0,8400.0,2378947.0,에스엔텍
2019.08.05,9170.0,540.0,9090.0,9890.0,8700.0,3188239.0,에스엔텍
2019.08.02,8630.0,430.0,7970.0,8790.0,7890.0,1911547.0,에스엔텍
2019.08.01,8200.0,540.0,7750.0,9390.0,7630.0,6470410.0,에스엔텍
2019.07.31,7660.0,220.0,7750.0,7880.0,7500.0,504477.0,에스엔텍
2019.07.30,7880.0,380.0,7520.0,8040.0,7090.0,2057087.0,에스엔텍
2019.07.29,7500.0,990.0,6500.0,7840.0,6380.0,3986185.0,에스엔텍
2019.07.26,6510.0,120.0,6600.0,6620.0,5950.0,1272846.0,에스엔텍
