date,close,change_close,open,high,low,volume,symbol
2019.09.27,17500.0,150.0,17400.0,17700.0,17250.0,2436.0,한국제지
2019.09.26,17350.0,150.0,17650.0,18100.0,17350.0,6207.0,한국제지
2019.09.25,17500.0,400.0,17900.0,18150.0,17200.0,8754.0,한국제지
2019.09.24,17900.0,200.0,18100.0,18200.0,17850.0,8123.0,한국제지
2019.09.23,18100.0,450.0,17650.0,18200.0,17650.0,7716.0,한국제지
2019.09.20,17650.0,50.0,17600.0,17700.0,17450.0,2567.0,한국제지
2019.09.19,17600.0,150.0,17450.0,17650.0,17250.0,5247.0,한국제지
2019.09.18,17450.0,450.0,17200.0,17800.0,17150.0,3924.0,한국제지
2019.09.17,17000.0,400.0,17500.0,17550.0,16950.0,15135.0,한국제지
2019.09.16,17400.0,300.0,17200.0,17500.0,17200.0,3974.0,한국제지
