date,close,change_close,open,high,low,volume,symbol
2019.09.27,1235.0,10.0,1235.0,1240.0,1230.0,5636.0,까뮤이앤씨
2019.09.26,1245.0,5.0,1240.0,1250.0,1230.0,61077.0,까뮤이앤씨
2019.09.25,1240.0,10.0,1250.0,1255.0,1220.0,74047.0,까뮤이앤씨
2019.09.24,1250.0,0.0,1240.0,1265.0,1235.0,116415.0,까뮤이앤씨
2019.09.23,1250.0,5.0,1245.0,1265.0,1240.0,54147.0,까뮤이앤씨
2019.09.20,1255.0,5.0,1260.0,1265.0,1245.0,79774.0,까뮤이앤씨
2019.09.19,1260.0,10.0,1275.0,1275.0,1245.0,90907.0,까뮤이앤씨
2019.09.18,1270.0,0.0,1275.0,1275.0,1250.0,107753.0,까뮤이앤씨
2019.09.17,1270.0,10.0,1260.0,1275.0,1245.0,102289.0,까뮤이앤씨
2019.09.16,1260.0,0.0,1265.0,1270.0,1245.0,111838.0,까뮤이앤씨
