date,close,change_close,open,high,low,volume,symbol
2019.09.27,2590.0,10.0,2560.0,2625.0,2560.0,184015.0,유니온머티리얼
2019.09.26,2580.0,30.0,2595.0,2685.0,2540.0,543486.0,유니온머티리얼
2019.09.25,2610.0,85.0,2695.0,2720.0,2515.0,763838.0,유니온머티리얼
2019.09.24,2695.0,55.0,2760.0,2770.0,2690.0,565153.0,유니온머티리얼
2019.09.23,2750.0,20.0,2740.0,2785.0,2705.0,967668.0,유니온머티리얼
2019.09.20,2730.0,60.0,2695.0,2745.0,2665.0,782747.0,유니온머티리얼
2019.09.19,2670.0,20.0,2690.0,2710.0,2660.0,424440.0,유니온머티리얼
2019.09.18,2690.0,60.0,2750.0,2780.0,2690.0,683787.0,유니온머티리얼
2019.09.17,2750.0,5.0,2720.0,2785.0,2715.0,832886.0,유니온머티리얼
2019.09.16,2745.0,10.0,2695.0,2770.0,2685.0,542996.0,유니온머티리얼
