date,close,change_close,open,high,low,volume,symbol
2019.09.27,92400.0,600.0,92600.0,92800.0,91200.0,8461.0,현대홈쇼핑
2019.09.26,91800.0,400.0,91600.0,92800.0,91300.0,19573.0,현대홈쇼핑
2019.09.25,91400.0,2500.0,93200.0,94500.0,91200.0,26004.0,현대홈쇼핑
2019.09.24,93900.0,500.0,94600.0,95100.0,92400.0,22359.0,현대홈쇼핑
2019.09.23,94400.0,700.0,95100.0,95500.0,93400.0,15515.0,현대홈쇼핑
2019.09.20,95100.0,200.0,94600.0,95400.0,94100.0,10982.0,현대홈쇼핑
2019.09.19,94900.0,300.0,94400.0,95200.0,93500.0,12322.0,현대홈쇼핑
2019.09.18,94600.0,0.0,94200.0,95500.0,94200.0,13032.0,현대홈쇼핑
2019.09.17,94600.0,500.0,94600.0,95500.0,94000.0,11084.0,현대홈쇼핑
2019.09.16,95100.0,2600.0,97200.0,97300.0,95100.0,19816.0,현대홈쇼핑
