date,close,change_close,open,high,low,volume,symbol
2019.09.27,15500.0,200.0,15500.0,15800.0,15450.0,10064.0,일동제약
2019.09.26,15700.0,50.0,15650.0,15950.0,15450.0,57367.0,일동제약
2019.09.25,15650.0,700.0,16300.0,16450.0,15650.0,82548.0,일동제약
2019.09.24,16350.0,50.0,16250.0,16600.0,16250.0,33875.0,일동제약
2019.09.23,16400.0,100.0,16500.0,16650.0,16300.0,17920.0,일동제약
2019.09.20,16500.0,50.0,16600.0,16650.0,16400.0,24389.0,일동제약
2019.09.19,16550.0,200.0,16700.0,16900.0,16450.0,19504.0,일동제약
2019.09.18,16750.0,50.0,16800.0,16850.0,16600.0,19682.0,일동제약
2019.09.17,16700.0,300.0,16300.0,16750.0,16200.0,41636.0,일동제약
2019.09.16,16400.0,150.0,16400.0,16450.0,16150.0,17795.0,일동제약
