date,close,change_close,open,high,low,volume,symbol
2019.09.27,4915.0,70.0,5030.0,5030.0,4915.0,43408.0,한국철강
2019.09.26,4985.0,5.0,5080.0,5080.0,4975.0,40400.0,한국철강
2019.09.25,4990.0,80.0,5070.0,5090.0,4990.0,68439.0,한국철강
2019.09.24,5070.0,60.0,5100.0,5130.0,5030.0,46657.0,한국철강
2019.09.23,5130.0,20.0,5160.0,5160.0,5080.0,15005.0,한국철강
2019.09.20,5150.0,0.0,5150.0,5180.0,5100.0,31745.0,한국철강
2019.09.19,5150.0,50.0,5240.0,5240.0,5060.0,27743.0,한국철강
2019.09.18,5200.0,10.0,5210.0,5240.0,5160.0,20653.0,한국철강
2019.09.17,5210.0,20.0,5180.0,5210.0,5110.0,14953.0,한국철강
2019.09.16,5190.0,90.0,5100.0,5190.0,5050.0,54590.0,한국철강
