date,close,change_close,open,high,low,volume,symbol
2019.09.27,15000.0,150.0,15400.0,15400.0,14950.0,13521.0,대원제약
2019.09.26,15150.0,0.0,15150.0,15400.0,15150.0,14635.0,대원제약
2019.09.25,15150.0,350.0,15500.0,15500.0,15150.0,20526.0,대원제약
2019.09.24,15500.0,100.0,15250.0,15550.0,15050.0,28819.0,대원제약
2019.09.23,15400.0,50.0,15250.0,15500.0,15200.0,14452.0,대원제약
2019.09.20,15450.0,0.0,15500.0,15500.0,15350.0,3498.0,대원제약
2019.09.19,15450.0,50.0,15500.0,15500.0,15350.0,6022.0,대원제약
2019.09.18,15400.0,50.0,15400.0,15450.0,15300.0,13341.0,대원제약
2019.09.17,15350.0,250.0,15100.0,15650.0,15000.0,37802.0,대원제약
2019.09.16,15100.0,50.0,15100.0,15250.0,15000.0,14377.0,대원제약
