date,close,change_close,open,high,low,volume,symbol
2019.09.27,2050.0,65.0,1985.0,2195.0,1950.0,406397.0,갤럭시아에스엠
2019.09.26,1985.0,45.0,1985.0,2040.0,1930.0,302229.0,갤럭시아에스엠
2019.09.25,2030.0,45.0,2075.0,2075.0,1995.0,106975.0,갤럭시아에스엠
2019.09.24,2075.0,15.0,2090.0,2110.0,2000.0,300276.0,갤럭시아에스엠
2019.09.23,2090.0,60.0,2150.0,2170.0,2030.0,370253.0,갤럭시아에스엠
2019.09.20,2150.0,55.0,2205.0,2210.0,2110.0,131586.0,갤럭시아에스엠
2019.09.19,2205.0,5.0,2150.0,2245.0,2035.0,572553.0,갤럭시아에스엠
2019.09.18,2200.0,80.0,2305.0,2305.0,2165.0,485763.0,갤럭시아에스엠
2019.09.17,2280.0,100.0,2375.0,2375.0,2180.0,284997.0,갤럭시아에스엠
2019.09.16,2380.0,25.0,2470.0,2470.0,2350.0,177270.0,갤럭시아에스엠
