date,close,change_close,open,high,low,volume,symbol
2019.09.27,3440.0,0.0,3425.0,3470.0,3420.0,40384.0,극동유화
2019.09.26,3440.0,15.0,3450.0,3495.0,3420.0,140300.0,극동유화
2019.09.25,3455.0,50.0,3500.0,3510.0,3455.0,253934.0,극동유화
2019.09.24,3505.0,0.0,3495.0,3530.0,3495.0,184775.0,극동유화
2019.09.23,3505.0,25.0,3485.0,3525.0,3470.0,190624.0,극동유화
2019.09.20,3480.0,40.0,3515.0,3540.0,3465.0,366656.0,극동유화
2019.09.19,3520.0,0.0,3500.0,3530.0,3485.0,378047.0,극동유화
2019.09.18,3520.0,185.0,3550.0,3565.0,3505.0,1121794.0,극동유화
2019.09.17,3705.0,210.0,3835.0,3880.0,3580.0,2377636.0,극동유화
2019.09.16,3915.0,450.0,3805.0,4185.0,3710.0,6972417.0,극동유화
