date,close,change_close,open,high,low,volume,symbol
2019.09.27,22150.0,450.0,22250.0,22400.0,22000.0,26013.0,대한해운
2019.09.26,22600.0,200.0,22600.0,22800.0,22350.0,50136.0,대한해운
2019.09.25,22400.0,350.0,22600.0,22900.0,22350.0,59381.0,대한해운
2019.09.24,22750.0,100.0,22950.0,22950.0,22250.0,113828.0,대한해운
2019.09.23,22850.0,350.0,23000.0,23250.0,22800.0,72163.0,대한해운
2019.09.20,23200.0,200.0,23350.0,23400.0,22950.0,93629.0,대한해운
2019.09.19,23400.0,0.0,23500.0,24000.0,23350.0,39798.0,대한해운
2019.09.18,23400.0,550.0,24100.0,24100.0,23300.0,91590.0,대한해운
2019.09.17,23950.0,300.0,23600.0,24150.0,23350.0,27588.0,대한해운
2019.09.16,23650.0,300.0,24000.0,24300.0,23400.0,83892.0,대한해운
