date,close,change_close,open,high,low,volume,symbol
2019.09.27,18150.0,250.0,18500.0,18500.0,18000.0,2130.0,한화갤러리아타임월드
2019.09.26,18400.0,0.0,18400.0,18650.0,18250.0,6878.0,한화갤러리아타임월드
2019.09.25,18400.0,800.0,19100.0,19200.0,17500.0,14259.0,한화갤러리아타임월드
2019.09.24,19200.0,150.0,19100.0,19450.0,19000.0,9549.0,한화갤러리아타임월드
2019.09.23,19050.0,500.0,18350.0,19250.0,18250.0,13391.0,한화갤러리아타임월드
2019.09.20,18550.0,100.0,18650.0,18800.0,18350.0,6137.0,한화갤러리아타임월드
2019.09.19,18650.0,150.0,18800.0,18950.0,18300.0,9434.0,한화갤러리아타임월드
2019.09.18,18800.0,1150.0,17650.0,18850.0,17550.0,33380.0,한화갤러리아타임월드
2019.09.17,17650.0,200.0,17450.0,17700.0,17300.0,5170.0,한화갤러리아타임월드
2019.09.16,17450.0,150.0,17300.0,17600.0,17150.0,11325.0,한화갤러리아타임월드
