date,close,change_close,open,high,low,volume,symbol
2019.09.27,1560.0,15.0,1600.0,1600.0,1560.0,20594.0,동양
2019.09.26,1575.0,5.0,1590.0,1605.0,1565.0,130724.0,동양
2019.09.25,1580.0,40.0,1620.0,1635.0,1580.0,267513.0,동양
2019.09.24,1620.0,35.0,1585.0,1620.0,1585.0,174345.0,동양
2019.09.23,1585.0,5.0,1610.0,1610.0,1585.0,82250.0,동양
2019.09.20,1590.0,10.0,1590.0,1615.0,1585.0,232246.0,동양
2019.09.19,1600.0,10.0,1600.0,1625.0,1590.0,123942.0,동양
2019.09.18,1610.0,15.0,1595.0,1620.0,1580.0,160900.0,동양
2019.09.17,1595.0,15.0,1610.0,1615.0,1590.0,106238.0,동양
2019.09.16,1610.0,30.0,1585.0,1625.0,1585.0,158932.0,동양
