date,close,change_close,open,high,low,volume,symbol
2019.09.27,224500.0,0.0,225500.0,226000.0,223500.0,34657.0,삼성SDI
2019.09.26,224500.0,1500.0,226000.0,228000.0,223500.0,278160.0,삼성SDI
2019.09.25,223000.0,15500.0,234000.0,234500.0,222500.0,641510.0,삼성SDI
2019.09.24,238500.0,1500.0,237500.0,238500.0,236500.0,108509.0,삼성SDI
2019.09.23,237000.0,0.0,237000.0,239500.0,236500.0,127962.0,삼성SDI
2019.09.20,237000.0,500.0,236500.0,237000.0,234000.0,185216.0,삼성SDI
2019.09.19,236500.0,2000.0,234000.0,238000.0,233500.0,176258.0,삼성SDI
2019.09.18,234500.0,0.0,234500.0,236000.0,233000.0,151859.0,삼성SDI
2019.09.17,234500.0,1000.0,235500.0,237500.0,234000.0,241474.0,삼성SDI
2019.09.16,233500.0,0.0,233500.0,234000.0,229500.0,247523.0,삼성SDI
