date,close,change_close,open,high,low,volume,symbol
2019.09.27,46050.0,750.0,46100.0,46450.0,45900.0,130384.0,현대건설
2019.09.26,46800.0,650.0,46750.0,47200.0,46300.0,373596.0,현대건설
2019.09.25,46150.0,2050.0,47800.0,48250.0,45950.0,714347.0,현대건설
2019.09.24,48200.0,1150.0,47200.0,48350.0,46800.0,761372.0,현대건설
2019.09.23,47050.0,450.0,47500.0,47900.0,46750.0,448497.0,현대건설
2019.09.20,47500.0,650.0,46750.0,47550.0,46700.0,513738.0,현대건설
2019.09.19,46850.0,950.0,47850.0,48000.0,46550.0,768002.0,현대건설
2019.09.18,47800.0,300.0,48000.0,48400.0,47300.0,671870.0,현대건설
2019.09.17,48100.0,100.0,48300.0,49050.0,47400.0,917431.0,현대건설
2019.09.16,48200.0,3050.0,46100.0,48300.0,46050.0,1591498.0,현대건설
