date,close,change_close,open,high,low,volume,symbol
2019.09.27,758.0,12.0,770.0,770.0,750.0,56465.0,조일알미늄
2019.09.26,770.0,14.0,783.0,783.0,755.0,33059.0,조일알미늄
2019.09.25,784.0,7.0,790.0,795.0,753.0,82180.0,조일알미늄
2019.09.24,791.0,2.0,792.0,793.0,778.0,56599.0,조일알미늄
2019.09.23,793.0,4.0,782.0,796.0,777.0,74143.0,조일알미늄
2019.09.20,789.0,3.0,797.0,797.0,772.0,43765.0,조일알미늄
2019.09.19,786.0,28.0,762.0,794.0,752.0,77796.0,조일알미늄
2019.09.18,758.0,6.0,744.0,762.0,740.0,87360.0,조일알미늄
2019.09.17,752.0,12.0,744.0,761.0,737.0,91425.0,조일알미늄
2019.09.16,740.0,6.0,746.0,750.0,740.0,23776.0,조일알미늄
