date,close,change_close,open,high,low,volume,symbol
2019.09.27,5280.0,30.0,5190.0,5430.0,5190.0,165922.0,우진
2019.09.26,5250.0,80.0,5350.0,5440.0,5160.0,332204.0,우진
2019.09.25,5330.0,490.0,5780.0,5800.0,5330.0,1031174.0,우진
2019.09.24,5820.0,150.0,5920.0,5970.0,5810.0,709990.0,우진
2019.09.23,5970.0,80.0,5910.0,6340.0,5860.0,3151320.0,우진
2019.09.20,5890.0,50.0,5800.0,5970.0,5790.0,324273.0,우진
2019.09.19,5840.0,60.0,5890.0,5990.0,5810.0,410449.0,우진
2019.09.18,5900.0,10.0,5960.0,5960.0,5800.0,534672.0,우진
2019.09.17,5910.0,50.0,6120.0,6400.0,5810.0,2654799.0,우진
2019.09.16,5960.0,40.0,5960.0,6050.0,5770.0,535350.0,우진
