date,close,change_close,open,high,low,volume,symbol
2019.09.27,2120.0,30.0,2150.0,2155.0,2110.0,147983.0,롯데손해보험
2019.09.26,2150.0,15.0,2150.0,2170.0,2135.0,195624.0,롯데손해보험
2019.09.25,2165.0,15.0,2155.0,2180.0,2140.0,210790.0,롯데손해보험
2019.09.24,2150.0,10.0,2170.0,2175.0,2140.0,156236.0,롯데손해보험
2019.09.23,2160.0,10.0,2180.0,2195.0,2135.0,160428.0,롯데손해보험
2019.09.20,2170.0,5.0,2190.0,2200.0,2135.0,347799.0,롯데손해보험
2019.09.19,2175.0,5.0,2185.0,2200.0,2155.0,281220.0,롯데손해보험
2019.09.18,2180.0,10.0,2220.0,2285.0,2180.0,1289921.0,롯데손해보험
2019.09.17,2190.0,15.0,2155.0,2190.0,2145.0,353178.0,롯데손해보험
2019.09.16,2175.0,30.0,2140.0,2210.0,2130.0,548016.0,롯데손해보험
