date,close,change_close,open,high,low,volume,symbol
2019.09.27,1870.0,20.0,1900.0,1900.0,1860.0,23109.0,상상인증권
2019.09.26,1890.0,15.0,1885.0,1940.0,1885.0,64913.0,상상인증권
2019.09.25,1905.0,5.0,1900.0,1940.0,1890.0,104314.0,상상인증권
2019.09.24,1900.0,15.0,1915.0,1925.0,1855.0,72033.0,상상인증권
2019.09.23,1915.0,30.0,1945.0,1945.0,1850.0,211331.0,상상인증권
2019.09.20,1945.0,5.0,1925.0,1960.0,1915.0,161882.0,상상인증권
2019.09.19,1950.0,50.0,1900.0,2120.0,1885.0,789402.0,상상인증권
2019.09.18,1900.0,30.0,1930.0,1945.0,1870.0,251706.0,상상인증권
2019.09.17,1930.0,30.0,1905.0,1955.0,1890.0,188403.0,상상인증권
2019.09.16,1960.0,20.0,1970.0,2015.0,1925.0,383880.0,상상인증권
