date,close,change_close,open,high,low,volume,symbol
2019.09.27,4535.0,85.0,4700.0,4740.0,4500.0,108143.0,신송홀딩스
2019.09.26,4620.0,230.0,4385.0,4730.0,4385.0,468566.0,신송홀딩스
2019.09.25,4390.0,40.0,4400.0,4450.0,4355.0,67273.0,신송홀딩스
2019.09.24,4430.0,30.0,4380.0,4430.0,4380.0,42644.0,신송홀딩스
2019.09.23,4400.0,35.0,4430.0,4460.0,4385.0,62020.0,신송홀딩스
2019.09.20,4435.0,5.0,4465.0,4465.0,4375.0,58445.0,신송홀딩스
2019.09.19,4430.0,15.0,4415.0,4450.0,4395.0,70431.0,신송홀딩스
2019.09.18,4415.0,85.0,4530.0,4530.0,4395.0,129917.0,신송홀딩스
2019.09.17,4500.0,30.0,4460.0,4565.0,4425.0,113074.0,신송홀딩스
2019.09.16,4470.0,15.0,4470.0,4515.0,4470.0,63083.0,신송홀딩스
