date,close,change_close,open,high,low,volume,symbol
2019.09.27,31550.0,300.0,31650.0,32500.0,31150.0,46660.0,한진
2019.09.26,31250.0,100.0,31450.0,31850.0,31100.0,28249.0,한진
2019.09.25,31350.0,1350.0,32600.0,32800.0,31100.0,58330.0,한진
2019.09.24,32700.0,150.0,32850.0,33650.0,32400.0,38196.0,한진
2019.09.23,32850.0,550.0,32600.0,33450.0,32100.0,121346.0,한진
2019.09.20,32300.0,1000.0,30850.0,33000.0,30450.0,115855.0,한진
2019.09.19,31300.0,0.0,31050.0,32550.0,31050.0,65050.0,한진
2019.09.18,31300.0,150.0,31450.0,31700.0,30600.0,72454.0,한진
2019.09.17,31450.0,2250.0,29200.0,31750.0,28800.0,178037.0,한진
2019.09.16,29200.0,800.0,28600.0,29650.0,28550.0,148844.0,한진
