date,close,change_close,open,high,low,volume,symbol
2019.09.27,61000.0,700.0,62500.0,62500.0,61000.0,1043.0,삼양홀딩스
2019.09.26,61700.0,100.0,61800.0,62700.0,61300.0,5137.0,삼양홀딩스
2019.09.25,61800.0,1300.0,63300.0,63600.0,61800.0,7011.0,삼양홀딩스
2019.09.24,63100.0,400.0,62800.0,63100.0,62200.0,5313.0,삼양홀딩스
2019.09.23,62700.0,300.0,63400.0,63400.0,62500.0,4075.0,삼양홀딩스
2019.09.20,63000.0,600.0,62100.0,63000.0,61600.0,8186.0,삼양홀딩스
2019.09.19,62400.0,1000.0,62900.0,63900.0,62200.0,7003.0,삼양홀딩스
2019.09.18,63400.0,200.0,63400.0,64100.0,62800.0,7233.0,삼양홀딩스
2019.09.17,63600.0,200.0,63100.0,64400.0,63100.0,5467.0,삼양홀딩스
2019.09.16,63800.0,1300.0,62500.0,64000.0,62500.0,6760.0,삼양홀딩스
