date,close,change_close,open,high,low,volume,symbol
2019.09.27,8260.0,10.0,8190.0,8300.0,8140.0,10323.0,STX
2019.09.26,8270.0,10.0,8280.0,8340.0,8130.0,14266.0,STX
2019.09.25,8280.0,110.0,8400.0,8450.0,8180.0,26396.0,STX
2019.09.24,8390.0,20.0,8530.0,8530.0,8370.0,10633.0,STX
2019.09.23,8410.0,0.0,8400.0,8800.0,8350.0,25608.0,STX
2019.09.20,8410.0,90.0,8400.0,8550.0,8330.0,25350.0,STX
2019.09.19,8500.0,90.0,8650.0,8740.0,8460.0,37547.0,STX
2019.09.18,8590.0,190.0,8800.0,8810.0,8510.0,28420.0,STX
2019.09.17,8780.0,180.0,8620.0,8800.0,8550.0,151192.0,STX
2019.09.16,8600.0,370.0,8210.0,8610.0,8210.0,54000.0,STX
