date,close,change_close,open,high,low,volume,symbol
2019.09.27,10750.0,200.0,10650.0,10850.0,10550.0,165741.0,선진
2019.09.26,10550.0,750.0,11150.0,11200.0,10250.0,508209.0,선진
2019.09.25,11300.0,1000.0,10400.0,11400.0,10300.0,1144367.0,선진
2019.09.24,10300.0,0.0,10650.0,10700.0,10250.0,142510.0,선진
2019.09.23,10300.0,300.0,10450.0,10550.0,10250.0,143253.0,선진
2019.09.20,10600.0,0.0,10600.0,10850.0,10450.0,188359.0,선진
2019.09.19,10600.0,250.0,10850.0,10850.0,10500.0,209112.0,선진
2019.09.18,10850.0,100.0,11400.0,11450.0,10750.0,653340.0,선진
2019.09.17,10950.0,450.0,12300.0,12650.0,10750.0,1542317.0,선진
2019.09.16,10500.0,100.0,10400.0,10550.0,10400.0,24866.0,선진
