date,close,change_close,open,high,low,volume,symbol
2019.09.27,3375.0,15.0,3300.0,3390.0,3300.0,15412.0,HSD엔진
2019.09.26,3360.0,5.0,3425.0,3425.0,3305.0,75123.0,HSD엔진
2019.09.25,3355.0,70.0,3445.0,3475.0,3315.0,71364.0,HSD엔진
2019.09.24,3425.0,45.0,3420.0,3435.0,3350.0,36161.0,HSD엔진
2019.09.23,3380.0,105.0,3485.0,3550.0,3290.0,70218.0,HSD엔진
2019.09.20,3485.0,25.0,3500.0,3565.0,3415.0,101990.0,HSD엔진
2019.09.19,3510.0,40.0,3595.0,3595.0,3490.0,42914.0,HSD엔진
2019.09.18,3550.0,20.0,3500.0,3550.0,3420.0,92266.0,HSD엔진
2019.09.17,3530.0,10.0,3605.0,3645.0,3505.0,166070.0,HSD엔진
2019.09.16,3540.0,130.0,3460.0,3575.0,3450.0,161932.0,HSD엔진
