date,close,change_close,open,high,low,volume,symbol
2019.09.27,2175.0,25.0,2200.0,2205.0,2170.0,7916.0,한일철강
2019.09.26,2200.0,0.0,2200.0,2205.0,2170.0,5518.0,한일철강
2019.09.25,2200.0,35.0,2220.0,2235.0,2170.0,18118.0,한일철강
2019.09.24,2235.0,20.0,2255.0,2255.0,2200.0,26418.0,한일철강
2019.09.23,2255.0,90.0,2165.0,2320.0,2155.0,102883.0,한일철강
2019.09.20,2165.0,20.0,2185.0,2185.0,2160.0,6868.0,한일철강
2019.09.19,2185.0,0.0,2165.0,2185.0,2160.0,6264.0,한일철강
2019.09.18,2185.0,5.0,2180.0,2190.0,2150.0,17918.0,한일철강
2019.09.17,2190.0,35.0,2225.0,2225.0,2170.0,23418.0,한일철강
2019.09.16,2225.0,55.0,2155.0,2225.0,2120.0,37218.0,한일철강
