date,close,change_close,open,high,low,volume,symbol
2019.09.27,2905.0,10.0,2920.0,2920.0,2860.0,2306.0,모두투어리츠
2019.09.26,2915.0,55.0,2860.0,2920.0,2860.0,4244.0,모두투어리츠
2019.09.25,2860.0,0.0,2880.0,2895.0,2850.0,49910.0,모두투어리츠
2019.09.24,2860.0,25.0,2855.0,2870.0,2835.0,12703.0,모두투어리츠
2019.09.23,2835.0,5.0,2830.0,2850.0,2830.0,8280.0,모두투어리츠
2019.09.20,2830.0,5.0,2845.0,2845.0,2820.0,480.0,모두투어리츠
2019.09.19,2835.0,15.0,2885.0,2885.0,2800.0,52573.0,모두투어리츠
2019.09.18,2850.0,5.0,2855.0,2885.0,2850.0,6817.0,모두투어리츠
2019.09.17,2855.0,0.0,2860.0,2885.0,2855.0,16513.0,모두투어리츠
2019.09.16,2855.0,35.0,2860.0,2885.0,2830.0,7887.0,모두투어리츠
