date,close,change_close,open,high,low,volume,symbol
2019.09.27,122500.0,1500.0,125500.0,125500.0,122500.0,19495.0,한국조선해양
2019.09.26,124000.0,0.0,124500.0,126500.0,123500.0,137960.0,한국조선해양
2019.09.25,124000.0,2500.0,125500.0,127000.0,123500.0,205571.0,한국조선해양
2019.09.24,126500.0,2000.0,124500.0,127000.0,123000.0,232884.0,한국조선해양
2019.09.23,124500.0,500.0,123500.0,125000.0,122500.0,110258.0,한국조선해양
2019.09.20,124000.0,2500.0,121500.0,125000.0,121500.0,240214.0,한국조선해양
2019.09.19,121500.0,2500.0,123500.0,125000.0,121000.0,150889.0,한국조선해양
2019.09.18,124000.0,1000.0,124000.0,125000.0,121500.0,221134.0,한국조선해양
2019.09.17,125000.0,0.0,124000.0,125000.0,122500.0,140309.0,한국조선해양
2019.09.16,125000.0,3000.0,124500.0,126500.0,124000.0,264225.0,한국조선해양
