date,close,change_close,open,high,low,volume,symbol
2019.09.27,282000.0,1000.0,282500.0,283000.0,280500.0,5073.0,한미약품
2019.09.26,281000.0,1000.0,283000.0,287000.0,280000.0,24920.0,한미약품
2019.09.25,282000.0,5500.0,287500.0,290000.0,282000.0,31476.0,한미약품
2019.09.24,287500.0,1000.0,285000.0,289000.0,283000.0,28641.0,한미약품
2019.09.23,288500.0,7500.0,295000.0,295500.0,288000.0,40375.0,한미약품
2019.09.20,296000.0,500.0,296500.0,299000.0,295000.0,25966.0,한미약품
2019.09.19,295500.0,4500.0,300500.0,303000.0,294000.0,42553.0,한미약품
2019.09.18,300000.0,1500.0,304000.0,304000.0,299000.0,22631.0,한미약품
2019.09.17,301500.0,14000.0,287500.0,306000.0,285500.0,103774.0,한미약품
2019.09.16,287500.0,4000.0,284000.0,288000.0,282000.0,34365.0,한미약품
