date,close,change_close,open,high,low,volume,symbol
2019.09.27,226000.0,2500.0,230000.0,230000.0,225500.0,23831.0,삼성화재해상보험
2019.09.26,228500.0,6500.0,233000.0,235000.0,227000.0,160550.0,삼성화재해상보험
2019.09.25,235000.0,5000.0,231000.0,239000.0,230000.0,148864.0,삼성화재해상보험
2019.09.24,230000.0,1500.0,229000.0,230500.0,227000.0,106261.0,삼성화재해상보험
2019.09.23,228500.0,1500.0,226500.0,229500.0,226500.0,80337.0,삼성화재해상보험
2019.09.20,227000.0,3000.0,227000.0,229500.0,225000.0,208386.0,삼성화재해상보험
2019.09.19,230000.0,5000.0,235500.0,236000.0,229500.0,114548.0,삼성화재해상보험
2019.09.18,235000.0,1500.0,232500.0,236000.0,232500.0,74561.0,삼성화재해상보험
2019.09.17,233500.0,0.0,232000.0,234000.0,230500.0,71125.0,삼성화재해상보험
2019.09.16,233500.0,1500.0,233500.0,236500.0,232000.0,126050.0,삼성화재해상보험
