date,close,change_close,open,high,low,volume,symbol
2019.09.27,1085.0,5.0,1060.0,1090.0,1060.0,32136.0,에넥스
2019.09.26,1080.0,25.0,1090.0,1140.0,1070.0,266059.0,에넥스
2019.09.25,1105.0,20.0,1130.0,1130.0,1095.0,161058.0,에넥스
2019.09.24,1125.0,10.0,1110.0,1135.0,1105.0,105134.0,에넥스
2019.09.23,1115.0,20.0,1140.0,1140.0,1115.0,49187.0,에넥스
2019.09.20,1135.0,5.0,1130.0,1140.0,1110.0,172880.0,에넥스
2019.09.19,1140.0,10.0,1165.0,1165.0,1130.0,139904.0,에넥스
2019.09.18,1150.0,10.0,1135.0,1155.0,1135.0,125880.0,에넥스
2019.09.17,1140.0,5.0,1145.0,1145.0,1110.0,155112.0,에넥스
2019.09.16,1145.0,30.0,1115.0,1150.0,1100.0,314061.0,에넥스
