date,close,change_close,open,high,low,volume,symbol
2019.09.27,11550.0,150.0,11350.0,11550.0,11300.0,10125.0,KG케미칼
2019.09.26,11400.0,50.0,11650.0,11700.0,11300.0,43975.0,KG케미칼
2019.09.25,11450.0,350.0,11800.0,11900.0,11450.0,46873.0,KG케미칼
2019.09.24,11800.0,0.0,11750.0,12000.0,11750.0,28804.0,KG케미칼
2019.09.23,11800.0,50.0,11800.0,11950.0,11750.0,23379.0,KG케미칼
2019.09.20,11850.0,150.0,12100.0,12100.0,11800.0,36698.0,KG케미칼
2019.09.19,12000.0,150.0,11950.0,12100.0,11900.0,36329.0,KG케미칼
2019.09.18,11850.0,0.0,11850.0,12100.0,11800.0,45388.0,KG케미칼
2019.09.17,11850.0,0.0,11800.0,12000.0,11650.0,63910.0,KG케미칼
2019.09.16,11850.0,0.0,12000.0,12000.0,11700.0,46413.0,KG케미칼
