date,close,change_close,open,high,low,volume,symbol
2019.09.27,23600.0,200.0,24100.0,24100.0,23450.0,3166.0,고려제강
2019.09.26,23800.0,50.0,23600.0,24000.0,23500.0,8315.0,고려제강
2019.09.25,23850.0,250.0,23800.0,24200.0,23800.0,8746.0,고려제강
2019.09.24,24100.0,100.0,23900.0,24200.0,23900.0,4552.0,고려제강
2019.09.23,24000.0,300.0,23750.0,24000.0,23500.0,5103.0,고려제강
2019.09.20,23700.0,500.0,23200.0,23850.0,23000.0,14547.0,고려제강
2019.09.19,23200.0,250.0,22900.0,23250.0,22900.0,9296.0,고려제강
2019.09.18,22950.0,100.0,22850.0,23050.0,22750.0,6303.0,고려제강
2019.09.17,22850.0,50.0,22800.0,23050.0,22650.0,6709.0,고려제강
2019.09.16,22800.0,50.0,22550.0,23000.0,22550.0,7805.0,고려제강
