date,close,change_close,open,high,low,volume,symbol
2019.09.27,1125.0,5.0,1150.0,1150.0,1110.0,24103.0,삼영화학공업
2019.09.26,1130.0,50.0,1080.0,1150.0,1080.0,139088.0,삼영화학공업
2019.09.25,1080.0,35.0,1115.0,1155.0,1045.0,134939.0,삼영화학공업
2019.09.24,1115.0,20.0,1135.0,1150.0,1100.0,56726.0,삼영화학공업
2019.09.23,1135.0,65.0,1070.0,1155.0,1040.0,162542.0,삼영화학공업
2019.09.20,1070.0,10.0,1080.0,1080.0,1045.0,65611.0,삼영화학공업
2019.09.19,1080.0,30.0,1055.0,1080.0,1030.0,80991.0,삼영화학공업
2019.09.18,1050.0,0.0,1050.0,1055.0,1035.0,38439.0,삼영화학공업
2019.09.17,1050.0,0.0,1055.0,1055.0,1035.0,21100.0,삼영화학공업
2019.09.16,1050.0,5.0,1045.0,1050.0,1030.0,33073.0,삼영화학공업
