date,close,change_close,open,high,low,volume,symbol
2019.09.27,50200.0,500.0,50800.0,50800.0,50100.0,496.0,지역난방공사
2019.09.26,50700.0,300.0,51000.0,51000.0,50200.0,3850.0,지역난방공사
2019.09.25,50400.0,500.0,50900.0,51200.0,50300.0,9485.0,지역난방공사
2019.09.24,50900.0,400.0,50100.0,51100.0,50100.0,7880.0,지역난방공사
2019.09.23,50500.0,200.0,50900.0,51000.0,50300.0,4908.0,지역난방공사
2019.09.20,50700.0,200.0,50700.0,51200.0,50700.0,3828.0,지역난방공사
2019.09.19,50500.0,0.0,50500.0,50900.0,50000.0,12487.0,지역난방공사
2019.09.18,50500.0,100.0,50800.0,50800.0,50200.0,2881.0,지역난방공사
2019.09.17,50600.0,500.0,50100.0,50700.0,49900.0,6370.0,지역난방공사
2019.09.16,50100.0,300.0,50300.0,50300.0,49500.0,7526.0,지역난방공사
