date,close,change_close,open,high,low,volume,symbol
2019.09.27,67100.0,100.0,67200.0,68200.0,67000.0,57148.0,OCI
2019.09.26,67200.0,1500.0,69400.0,69400.0,66700.0,189931.0,OCI
2019.09.25,68700.0,3800.0,71600.0,72000.0,68400.0,207697.0,OCI
2019.09.24,72500.0,1400.0,71500.0,72500.0,70800.0,122265.0,OCI
2019.09.23,71100.0,300.0,70800.0,72200.0,70500.0,101214.0,OCI
2019.09.20,70800.0,100.0,70900.0,71000.0,69900.0,131832.0,OCI
2019.09.19,70700.0,600.0,71300.0,71600.0,70400.0,67743.0,OCI
2019.09.18,71300.0,300.0,71800.0,71900.0,70200.0,120817.0,OCI
2019.09.17,71600.0,300.0,72000.0,72300.0,70900.0,88796.0,OCI
2019.09.16,71900.0,900.0,74100.0,74100.0,71200.0,161271.0,OCI
