date,close,change_close,open,high,low,volume,symbol
2019.09.27,44000.0,200.0,43600.0,44500.0,43600.0,25177.0,하나투어
2019.09.26,43800.0,300.0,44150.0,45000.0,43750.0,57112.0,하나투어
2019.09.25,43500.0,1500.0,45000.0,45200.0,43500.0,58807.0,하나투어
2019.09.24,45000.0,300.0,45300.0,45750.0,44900.0,48289.0,하나투어
2019.09.23,45300.0,200.0,45150.0,45450.0,44950.0,31982.0,하나투어
2019.09.20,45100.0,300.0,44900.0,45200.0,44650.0,28866.0,하나투어
2019.09.19,44800.0,350.0,44750.0,45400.0,44750.0,38895.0,하나투어
2019.09.18,45150.0,0.0,44900.0,45650.0,44850.0,49014.0,하나투어
2019.09.17,45150.0,400.0,45750.0,45750.0,44850.0,43950.0,하나투어
2019.09.16,45550.0,350.0,45300.0,45600.0,44800.0,58023.0,하나투어
