date,close,change_close,open,high,low,volume,symbol
2019.09.27,23850.0,150.0,24050.0,24050.0,23750.0,14347.0,제주항공
2019.09.26,24000.0,0.0,24000.0,24300.0,23950.0,28456.0,제주항공
2019.09.25,24000.0,250.0,24250.0,24300.0,23900.0,36446.0,제주항공
2019.09.24,24250.0,50.0,24100.0,24300.0,24100.0,31528.0,제주항공
2019.09.23,24200.0,250.0,24450.0,24600.0,24150.0,55985.0,제주항공
2019.09.20,24450.0,150.0,24500.0,24700.0,24300.0,50517.0,제주항공
2019.09.19,24600.0,300.0,25150.0,25300.0,24450.0,92471.0,제주항공
2019.09.18,24900.0,50.0,24850.0,25150.0,24550.0,57950.0,제주항공
2019.09.17,24850.0,550.0,24300.0,24900.0,24050.0,88913.0,제주항공
2019.09.16,24300.0,300.0,24050.0,24600.0,23700.0,165120.0,제주항공
