date,close,change_close,open,high,low,volume,symbol
2019.09.27,444000.0,1500.0,447000.0,448000.0,442000.0,9776.0,고려아연
2019.09.26,445500.0,500.0,443000.0,449000.0,441500.0,12054.0,고려아연
2019.09.25,446000.0,4500.0,440000.0,450000.0,440000.0,22554.0,고려아연
2019.09.24,441500.0,6500.0,437500.0,443500.0,435500.0,22701.0,고려아연
2019.09.23,435000.0,4000.0,436500.0,438500.0,434500.0,12767.0,고려아연
2019.09.20,439000.0,4000.0,434000.0,439000.0,433500.0,25420.0,고려아연
2019.09.19,435000.0,9000.0,443000.0,444000.0,433500.0,29595.0,고려아연
2019.09.18,444000.0,500.0,443000.0,447500.0,441000.0,15329.0,고려아연
2019.09.17,443500.0,6500.0,444000.0,447500.0,442000.0,13802.0,고려아연
2019.09.16,450000.0,6500.0,455500.0,456500.0,444000.0,27579.0,고려아연
